id_user,hash_user,language_l1,language_l2,gender,age,accent,n_sensitive,n_sample
id00044,81f6c6f90817a8f196da1843163f8aeebc92a3ab259c95b0fa8803dcab26b190ccc5ff9531baae3a70e4523c599892277801a3de49d96e30c62c48d1d71287fd,English,en,female,thirties,,2,724
id00045,9371842eb0a999f5f90c72385f0895ff8864a7ba8fb4a309bdf1a1c98944ee90cf45f32f31a3c1371041c75d3d7d7388098fecab765c6bf1c4ee802b51272a2d,English,en,male,thirties,england,3,720
id00046,d1813b3a39bbd5d6f35e04e8e2151930a40e56cefcc57eb71351d6cde06a360b99e6c7791989ff337b308103b8dd7f2f705c01f88506ec4146042276b5a122ce,English,en,male,thirties,england,3,699
id00047,84a6521052633c0124b8c90a95bca7a686876cead60973fe63e816c118960de87f719150c233836023a15d9a61e1d392235b9642f2605d46b3604c368925267c,English,en,male,twenties,,2,693
id00048,535810f407b6c7dd1a8a967fd604a3dc88418ae5c9bfd71656c0d14e3247f1484e2c980ae764aedd659b61e1d1d462c00c430af253f87c1f47fe0e60bfd7b0d9,English,en,male,fifties,,2,695
id00049,a41b49f8d6eeb4e645b0a2bda92ae9eca9b7e1ab97810f77041c7f813463519cf45983f4605f81d12857a23d579b70596d00e8a3a7563aa10d42115fe3a73d47,English,en,,,us,1,692
id00050,a1573f20b82d1823b5a8db60e86c33cc97b7f9218ef77edbb9526d7bc1d4fbfacd6c436ea0e25b86a5cb79c59593ca09407b67e2256d712f76912fc86c8a76df,English,en,female,fifties,,2,689
id00051,2e8f95ac5b92766221b9e0c8d8ec2f190986e3cc291f550886a6b6c8b934673e062bb5dfffbb33b96f91d04466c578fe334abb3edaaf35a674f6d34f519cbdbc,English,en,male,thirties,us,3,670
id00052,44b856fd289c76b4434038277a8c4f70f871db52c37a2e3d1aa92233feb1704bcd0773f4a9f618b1778a5adb1b8a0eecf2b474082c4de818e6928c20161a62ea,English,en,male,twenties,indian,3,666
id00053,05e2778e02c96b0723521f0d4af780a52d0637174c3b576edd870c0334d2606e7a560e15516ebe4e4e30b06f4341a1b561639b30a1730295224eab7e239a99cb,English,en,male,thirties,us,3,658
id00054,d0b62ac1e57e267f16088ee614cdaf09a9826c3b704ce2f79746ef16e248c19f9ff54ab124c25647def1f4414dc2a510eb8b6cfd3a41ae6681571b91b2a6f9df,English,en,male,twenties,indian,3,654
id00055,be4d6c000ddacd19ce5d0d7d805ded4aa11a6c541742bdf49e09970b65814e16fa6fbb17e5300ef78c573a14070f9cf0875afb39393d857e469d0e92899c016c,English,en,male,fourties,canada,3,645
id00056,185a19520056bd31c0b7613af5d9eb45e5b9eb8061127fc839233aac463eee2c687007a5977d117e7301d2c959de1b27d9331f7cb0bab85f776e64120795c77e,English,en,female,twenties,indian,3,625
id00057,f0ea206776edd98e6ab41801393839be2d3a3508647336452079b21ddc3ed6eafddd8489e7a79cf149c48136862b49b77c412f7721653750f051aa12c2858e0b,English,en,male,thirties,england,3,619
id00058,5560ae0e93452df2f8353dd42742da027f402a9d1142eff76ee3fb4499c137d360da4b0283da3eb997753c8931ad5371fa004291735f9969aaf4dfb893f11cd3,English,en,male,twenties,england,3,618
id00059,f22799b9561d8188b3941d8305b9b6a9db949a5858100277d358da015e9d8cc6296ee9ca419681580bd12ae8c73163a921430a14f2c1e399c662b12ab95bd7bd,English,en,male,teens,us,3,617
id00060,b6245332d4bf33d8f3e5954b0839a1e36dce401840294260f16179ee3e9441deeb35f84aa146309bd113a647baf7ef33a72d9616b56669187c6ee4de014651da,English,en,male,twenties,us,3,610
id00061,add467545a59909f7c7f1a8392136b68ca4ea82d21285af310bbf6a05ee1d5a0f829073604413d5f49c753e9b57d759585062441014ce4b393f4c0bc49f7d1bc,English,en,female,fourties,us,3,610
id00062,c891b3370620fe609c295123b25ef838bb0a735d3ca17c7a736e0ccd02951477f0a7d0d3615f9ef71d84fdc93baea83982eb3d731beb20402117c70a25ec66a5,English,en,male,sixties,australia,3,602
id00063,243c0d90f6145edce7803731bbd3baff7cb887a5290c10c1c5897e24248e249752883be23dbe58e59668ad96307fa0666e76dde82a2dd55ac2c624acbdb1d919,English,en,female,fifties,australia,3,585
id00064,c17441254c5d71266652b2c84cbdbec1f69f60c661c9f01be26537f6122a86ab07a1aa10c152e84c2892b18e9f1bbdd518ee681a2f5f35652044d18d39023064,English,en,male,thirties,australia,3,568
id00065,4b799abf92c31baa92fca19e06663270ce8c3308fe5042b96a8601530ae4b8983765d0936e7f00606d80e769d31a19fe33a9761260f6ec9d0b90850b9c1ff6c6,English,en,male,thirties,other,3,566
id00066,ff6c256ddb6671198ea6bd7256a1e43c22a270209b2bd1ba8297c5cb9fc6db37307aaaa3c1dc4a4bd7d4a42da2b312813017fd0fb47844fe24b63b0d4129f441,English,en,male,thirties,,2,554
id00067,c5e6fd979dbd161abf0a06095a27ae6eef6fe2eeca9cf50588d911623674a0a7d8057137559b416189d982182f4613294d17d57a6d422683f2b7c959db089f26,English,en,female,twenties,us,3,553
id00068,af792daf088a6aa1fe797ed9793ff64bae6feab7df9efc503e33556123aa608867aec343997bb6a4444c377e718f5178d37f9205a9c2a3b2d14ae3491132b3ed,English,en,female,fourties,,2,549
id00069,056861a8563bcd33d2faafb79fa5fd3d4f0daccb7bd2cd9eaa056241f316255c80b54c77844b3770b0d9f86beb31fcdf4fdaeb14550a90174a67542d4d9a47f0,English,en,male,twenties,england,3,548
id00070,a6b114d6323bc33cd894b8a6e02513295d6158340bd3f3710eb16fa3c684f68d30a2c9811cb6ed925ef115e34b42cef5dd8c3bc3461496143e693fda8da8316f,English,en,male,fourties,hongkong,3,544
id00071,1a1b6fe616790499ceb81bda41e9e5e44adf660062d7f88709231dc02557eab73a147003949574e56469648ff080d5d29c4433358a1ac6d9a967ddb1fb080f58,English,en,male,fifties,,2,543
id00072,c42a23f67177dda1636890108c1e4bdb0a076c2e6a863ba282eff5f7753b76902fb745b9e6b9ce2ffd2f7fe5c150228e15ba0bf7a36c23a5000470a494878d53,English,en,male,fourties,us,3,539
id00073,914a61e8b5c5b088c9384cf189c5e31833916af4d67de55241a55da45b816ccb51844ab685c5cf16a9144eb0fcb9c65ae969ecbb7fd371371aa04686e27b8ab4,English,en,male,twenties,us,3,536
id00074,4fd617de575d99e7dcc9ad8fb2c5502b7c42bbc7a2b26d433cb1f019e044d4ad4ac5040a9ccf9b46c031a996a40f00e0b7499686be6a5da55a95e1ed27f42a99,English,en,male,thirties,,2,534
id00075,3883f719d95b1d18f1541e53f20fcd645d1cf454977e0c0d5fef0fce4e6ac6f8b334439b8f0c4f8d945fa2681a1cd3a8313011561d0f33566c65a71290f657b5,English,en,female,thirties,,2,531
id00076,fbb436f58f440edb21053addf04bd4e564e110b64ebbb0eaeb8daf2d23f3590fd36f02d629c72d59876992c62b4a266aebc1ed5c3e05df7e37439d43916d1f2b,English,en,male,thirties,england,3,528
id00077,90a2539a7010c22f8d1379231f2b3e5829a0e645060d823d4421f270950a0c5be5a4c17dec76306c383f14de9ce8360149cc679dd60a951807e7650edf6d2bd3,English,en,male,fourties,,2,528
id00078,f689b17d2c731bebcb3d41e6784d2230799be6cd5e949e4967f66d3048ea4a074698192b536e86b862871362d5aa6e78b56b34c58ae3fcdd39acf7409577dc16,English,en,female,fourties,canada,3,517
id00079,be2d568efa5c0ed462af31129f15df0cd8c0812f09831aa98b31d4def1fd671bc8e59850391f63ba975baebef15ed0573117e053cf1773792a77db535de582ec,English,en,male,twenties,us,3,517
id00080,a756a523466820ede057878d1cd70f9418a9b0c74eeed9113a399827cbe24b1f6594528eb9f3923c05fc0ccea079ecd179f22e94980ebed037ef4251b5a63ae7,English,en,male,twenties,england,3,510
id00081,2f986d70190ac87022911453b4d96e423e18e7eb11b6f8198ae825bd4e78cce4857e5416004e7a504b50aca2248a06c2cb86df5318abbdf2a4de37997ad9f6a4,English,en,male,twenties,newzealand,3,504
id00082,8e05a9762bba8885d665f8ab67084a8adc8c1690725914992dcf9f84a1f11352da18624b6bad7d77301c9ae6a69e3dbf0a68e91086fd32a256cce450e2233db5,English,en,male,thirties,,2,500
id00083,0c62e7bc794b538067d7d92ae657444639c585478b82240cfea92b48ceb7c93c8af87060b95cb4cc55ba098baf112d5bddc9573d656db1badc93f99e1bf60dc4,English,en,male,twenties,us,3,498
id00084,ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,English,en,male,thirties,indian,3,498
id00085,1c156a2d876d229bf5b5698ce2f83abb22148eb6c509558ac9568ccab2a368cf723c284f0741d574ea20205104004d359f7fe9dbd5042945523b845b090b84f3,English,en,male,teens,canada,3,498
id00086,5b6da28793f5d084ab55a3ba94aa903ec2d6d406d8fbeebb1c3abedf76dfd98d5a98aeef62cffd555832dbaff979f736e31e4861213aedaf6a1e7e4b361cccb8,English,en,male,seventies,england,3,494
id00087,8146b0447a345e565fe5d79232cd9852badcf76638f330ba6658f7f25bf386b91a9db95e056e62a6c17facaece53a7a64732bd9b18f7757ba7f5e635fefbe6ed,English,en,male,twenties,us,3,494
id00088,672a3259269b97062367fcafac924cb6013a30f9e34c09eff5c41b6d81f8a9b8e797beba73bbe770cb6ecdcdcc0039306ffae6e7c53294f92803666e3fa86b1b,English,en,male,thirties,ireland,3,494
id00089,b1458b769af8fc8254b5dfe6ec1188f2b495edc6e345ad3e95d6239c86658baff929458bbb57f034b642a3b024cede80fff1623360a531afc77f11a847bc0edd,English,en,male,twenties,us,3,492
id00090,091b9c61a534e512d2a79ff45e6c5a0bd69aaf29f94e3a291020b76f915a91a19a360baf9f0adef09ff5526250fe490bf874b00b4d1c0176582ef78469d5e422,English,en,male,twenties,indian,3,489
id00091,c0b583476807fc51401c6064438fc25a4a8d35703ad4c82b6e3aba4165b1b4d8e96499310ae12e59865be5cca5131ce9ae42e9973df62e522e152764929f38f2,English,en,male,teens,,2,488
id00092,622e6181fea2fa95124761c502fa46a6e649e551098c4423ab5b62954fb4cdef87019cebe3ea16c3ad0a4414bf21a8e27f381f87dda8764d29bc36698a9d6feb,English,en,male,fourties,newzealand,3,485
id00093,c90b53f826ff81831f6499b9e1e98607e8b2c0f8bbaf8be1bf62bf27dc7ff887bd734b9a4cee852af2d1acda3e479781d7c5a8b1633407b705905c4b5049cb35,English,en,male,thirties,us,3,483
id00094,6b3579133fec8726891750d1bac07a84fbee4acb18bfd7ece34c3771c6e08fc5f8a59a745c47ee8ea94f190b9bcd1037bf1eaf055a66769c435226807f61f8f6,English,en,male,twenties,us,3,483
id00095,2187b5addda521f9f5430e1c916d5b05af59b22dbc3a20ceedad0b25d1e9df0115f44122acd8dbe90baf53a99cde715e5556c6c6c7b0c4b70558186065f28c92,English,en,male,fourties,england,3,483
id00096,d461ea23a9911083e42056d655eb2f620786d07c1d8e2d6117061d42e67e12eb9609ba8d23225fef922711e396da8c51db808affac38cf357df85cce0eb5f6c7,English,en,male,twenties,us,3,482
id00097,a38c683ea3889ad8403d1d5920c1a8673c206145f16151267d0efcf470b032337bbd162e9f13ecf16be07c4628f90ab8a744b14792366a5272a726ffd97ecd8d,English,en,male,fourties,us,3,479
id00098,22dd21ffb5a94b4800ab81a550313962ac4274b338386a87f5f98a319ce8778b6a423b1c90bbf641ded3bf0c6df4f522a201f7f51fef1df7e6fa01a5eb640c39,English,en,male,thirties,us,3,478
id00099,4d98989ac8c80bac49c7f0bbc20c7b91ff4f2a33219c3dd46d3939d8cd852800ab7d38e287786ab88e46d69856f5937c03ea3d5937c28a4fac497cc2e5f65a28,English,en,male,twenties,,2,471
id00100,3d991a61b3e56ce4eb15b087913bd913b882bcff1630bf1dd235fb7deb36ebe53574d1706060d52bd2641ee53d5e5852ea24a5b1f229b49dc137d01223ee1829,English,en,male,fourties,england,3,468
id00101,639f341eacc1ebecbcda2739f4c39f629c2d933bfb79318de6d0e38b56a8592be82fb9854d31d1579adbb9af91cd711a9b7f9dabf053cf5bdf0acbf33edb3640,English,en,female,thirties,us,3,461
id00102,ceb29bce299d412cf9d4e01e6302cf2dfc4cd13ceea6b102df56458af0c95475179b3445c705441a69ae54ec6ecb7a08207808cebd40a7cecc94250c82e49785,English,en,male,twenties,,2,456
id00103,c977d33bca3a08066369f008752ff9bee597525b59dbb35e8a279c73f06c25789cc24766f3018e6965cec0ab528179151d70bade91fb2cbfe3cbdfe45abb1bc0,English,en,male,twenties,us,3,452
id00104,c8cd20d060f39c2eb6e74f8830aac2321b587b86f1a13b73808556479d860c9458a9d4ab68bb7a854d27af0f7d4fe81e8d01d8f2f9223a1dc116408fdb431a6c,English,en,male,thirties,us,3,451
id00105,103b0eb5778efbfc4389abe411a125df90437d150bc0f39b398dbb8b5f0b309ffe7e4a2a6e29a3694fe1a4de11cb784ce2db274e754e0f7f541c35704187d3ec,English,en,male,twenties,us,3,448
id00106,93a5d68bb49a2aa81688b59d1db28f6fc04297bae84ea9a09f032ce4c629ede4ef32debb884a5afe6f4e544ce5846c18e62edd17ca1f63821ee5b218def88512,English,en,male,twenties,,2,448
id00107,b16aec5eaefe46b9d08bb73b705344b5e9dd18bdda5ec934529ff4f988f42b03da5d2471ae9ed1740de8028ddb3221d6002a6d424641ac1953393830ba781be7,English,en,female,twenties,us,3,445
id00108,58b821fcb14ab7660108c0c00d475839db78bf19939dba2ea0b5a5e933fa7688537966707b0c2973a65b7a89089299ab8140eec63ca9a4c5f169e67087ff27dc,English,en,male,twenties,us,3,442
id00109,72384e582e15053a45638dc6e8e6818b96f32c39dab0150733f599098400addd8637319f13d90d93dec33c07da4b0653036943c13d7e42e61469af42f458fc3f,English,en,male,twenties,other,3,440
id00110,73a931d5f7bb11eb8d69ab9b02d0c02c71018a5357e4a85d51a36449c0265bbceae2e053716d392f05471d14c2da17fdcccca6dce34d46a67271fc4a4b5551b5,English,en,male,fourties,us,3,432
id00111,cbeae2c03dab0460ad75b3d4233ee944e95534f0feacbd491d4356ad0c98b8cd9d159b69b9e9aa6db2e237cb1762c1092c44c7890fa0e9200f61173e90c7b5f7,English,en,male,twenties,,2,432
id00112,a1e62e8e91e045ae6c344d53922255f484868cb798cbd4d5a9fa9a9894b10dca6a30db106b2b049d846c85ff673f5eb04c7a214d697afd771d28332638936aa6,English,en,male,thirties,us,3,427
id00113,f8f76b94170a19421464ac1a3b62a926edae4cb12a0a39c93e1d901682e617a1bfd98290e239f07c670bca0d654f2582e1deae7517dc98b9b8e7a7b326874d25,English,en,female,twenties,indian,3,423
id00114,0556918792c0a32f83c9d55abc07c607aa28d5e811ac231b6d57c67aab4dc15f6352290903cc79962a3b210b6538b5c13231ab4e94722205da80e4ed57558be0,English,en,male,fifties,newzealand,3,414
id00115,be349663882400f4bc7a15148239610783b92069946153359aeafc06ff5f9af1dff68a1ddaf5f717461d6190f3f59691cae4a7af12732b460fdb818eab59f89b,English,en,male,fifties,australia,3,413
id00116,5a5c462b583ae4198241e19901cfea4cb1f73905969357f9e2dced0fcae858e5441b69a721eefc00b66ca28f666d76c7b0db86da88d68cf727e9da98c50a1fcd,English,en,male,twenties,,2,413
id00117,777b80baf475ddc3f2ea1ac95c3b73aad799e9e878a03b790bac7e597dbb6492e01cc0f3d90cc12a5ce03c4772ec435b0aecce1883b422634a6564a1b97062a0,English,en,male,fourties,england,3,409
id00118,3c0d9d6a3b88c93768a45f673941a03b112625587ce881d44fffec82fa33a69f4b57efb6b6882a8f8bff868d6f6ab7e850af4724dd394508b6e54d8262274bed,English,en,male,thirties,england,3,409
id00119,dc42b0ae753f006494016675f17ca8aec739396b9d08f533bdff2cf1c9f2dac57d188431f787e3ba2d95f88e08faeb4545b290d52425f7ac7e29e8d0acda9e3d,English,en,male,thirties,scotland,3,408
id00120,b0dec8b933595f7b3b31f4f0254dd28f9afe6a413d8deaa03445ee65ac07bd7006f05249de26303cfea40523e5333441973176ee63f978b64152a0523b641941,English,en,male,thirties,england,3,406
id00121,ccdfd05e77575cefe9807264668454404dba19d013d2c47e873afeb680b3e968117335827d7b36db391fa9eb6553b1e64bed7429dd54f76393be9031ca785e3a,English,en,male,thirties,england,3,400
id00122,b1a720cf7f2c8cd12c4f251495571c36eb8f76c3579af364d3dd6a38113261463b8a5866ae695744ea8205394b261918fbb9e1b58213dd832b1025ca588d6709,English,en,male,fourties,us,3,400
id00123,450cce2c74362067e66e41d27ec6f603c2f7d2f603306da73e3504e418468f7838e91550ad677ed4a05eb99698026db0a6f464184224e5f3ed53614a66ed64b4,English,en,female,twenties,us,3,398
id00124,5e012743c3ee6623e107325665941ebed9dbd07242ec04ea848d60d7fad141a2bfee27b4dd80e3af7889c6ea4e21488360ccd913c4c241212c0c5f6f04c48970,English,en,male,thirties,england,3,391
id00125,ce72da759902e903f4f3b772601638243cd429eed561562f2a5a9ef995a5f277d5523256e9b5a3b8eeb1d2f3e83aebb9609f0cd65611bed37567d858335dc7cf,English,en,male,thirties,us,3,389
id00126,8320d3cb4e4e3a6074d745f913ebafc3304791fdd0eb4ca66766461ceae2702222388b52e358267c5176fd5063d138099c11201164a7c9ad96f258cb1d9b987f,English,en,male,teens,us,3,383
id00127,0d071699a4ef1a3005c14702b6c72ec80b55032a96bd2aab4b5a321307c9929352bdbbc21de6c2fb605d72a6921550e2edefab042ad6467c35cf7e815204d38e,English,en,male,twenties,indian,3,386
id00128,3f15e2fece31ee9305b7c1949128fad62cf72c2f4602217adaa39de119034476f3d567d6428b08fa5cded2f5220e8ec2908a86f35621a6825433b3393d59d942,English,en,female,fifties,england,3,385
id00129,c7ec823b5dfe416109021a2ad199221f8ce086d35843551491d6e49a8b246b9d8ee4c077abb562f6053b3dd2b86ddee768a591ff5d7618980d5789fc6a8e2ac8,English,en,male,fourties,england,3,384
id00130,4992481727517f6467702cb336e6c83956aa14f5746743dd3e77248208af37cdfff1bf4e46090ba011cf4b31af326298b298cdae76ceeee5891671a173e61aff,English,en,female,thirties,us,3,383
id00131,ef37e70e7d40e2d6d1339d83629b0eeb496f89847b9bf1cc845466a6f93120c8550121aee211adb22e035604572a0d7f5a690b980bab9d856d992b633d4bfa99,English,en,male,fourties,us,3,378
id00132,2ec83f7b270ee438a01bf62f625c93bb018a604841f910f92b5d1747bae4a24a48fbb1221613365c8a80ba63ef487318eca2dcf35998b3d4f640ed5ad1723301,English,en,male,twenties,,2,375
id00133,60e45fe6f2e94a4bd381a72531cd44c2c746723b8c81c4642ce9cc4957cce17c2c286dcf1b214b69b0f204eb53ad33e3f969770f498f502632a9f7288b7dacca,English,en,male,twenties,us,3,374
