,id_user,hash_user,language_l1,language_l2,gender,age,accent,n_sensitive,n_sample,label
10,id00930,7c873032e3be8bdc5200f425145933380a6b6dc70e31f8ce7f56851dfe6177871edc312f3325624a01ea9b0a844b015ddaa4125084bfb3129e5857f6d9e84fa4,Spanish,ca,female,old,ca_central,3,10,11619
11,id00516,97b98c7b76c516e9cbd04201735ec01456b87e25368d78dae41b8a98b1b49be9b1cd6bc84a30648db19d1ba366656380a62afb33225f710ddd801dce1d20f876,Spanish,ca,female,old,ca_central,3,29,11205
12,id00502,0d20e118ac3b20bf1d717c767749f79dbb1866d32e991b763d89d17834ce82e8d5e58327aa49a05ae46ba25f7f874aa4d3d1d6a3258bfa6f3a01c13f57d64e47,Spanish,ca,female,old,ca_northwestern,3,29,11191
13,id00015,4d7e2548403c7e04d809030aa25015c9706e773517e1f72b81bdda22213aeb8f542cc62156bc5ef1c1622e99227fedbcc9c1b3e5e147b854e3b629f8f78bd158,Spanish,ca,female,old,ca_central,3,1048,10704
14,id01279,e7f50b63626b2f3ee8c52b7fb276721a9e8d1041d33c58ba97d5b6de351d695805161369acef3f6ad94740ecad710cd61f2fcb395019c7fc9ddb2d9c8b2d5475,Spanish,ba,female,old,,2,5,11968
15,id00561,0c02d8d7972bc535ca517e798edd9d4d13bb0d52617a05b28efc614d116e03958d7e0750e0e5a33eeb6cd213b9b6a52dcf0a9a1bbf81c8363ea868735c89bee3,Spanish,ca,female,old,ca_central,3,25,11250
16,id00654,af3a1f719e77a1f0b603aa64c7a4ae5bd048cff69494d9c56618b58a34fd1dbbedb325eed53a0b6b699518152dd2000774f8c71d6f43ba70b7fc9d27c0bf737f,Spanish,ba,female,old,ba_mendebalekoa,3,20,11343
17,id00964,375d24b304ba873ff525c15a44fb91d531ed02d3a3ee985325bfa094bfa6e80772d4b6b6c56d411748cfe5a43dfb21ad37055e06e58203a3af72992bf5751a46,Spanish,ca,female,old,ca_other,3,10,11653
18,id01107,0c8feaf84999f8fde3009c11cc8005acc886ec20c62160539c9f4d89951ae97a621861ff93bdedf4e4b90c073a4ea218887b0d158d22e79681a14d0a3ccb1496,Spanish,ca,female,old,ca_valencian,3,7,11796
19,id00370,18b2a9893e20f69a13bcee22e64ae5f3c42609f306073793dcac39dbd8a65f78bf441619b16993ca99257be0e3952d00f0eac8dba6a8f9e432a75e6e90e3082d,Spanish,ca,female,old,ca_central,3,50,11059
20,id01272,edf4d324c08e028db054fd8255236f3ff1ded023b3af39cc85fec435cdbbd8d92679e0783019ea0da9a8b1670777e99d24f8199ff1d4ceca7c223cc1654f0466,Spanish,ca,female,old,ca_central,3,5,11961
21,id00693,87fef2b9c0b59dd9235bad30b75f932ed1404feecbfe1ddc52b98cf35dda8350547a0e6fe36823ff7b57cf5f8b10dc511fab465f20d7d8c4c9b5146458761a42,Spanish,ca,female,old,ca_central,3,19,11382
22,id01207,eb6b7a76f59ebcce7fe63f3648c4bf70782a78eb12f0cadf65314711eba441aad027fb8de80b2a56c4d7bd199472d01efaaf527481ec75e9a903b842d8e1cb07,Spanish,ca,female,old,ca_central,3,5,11896
23,id00167,978d65f7f95bc435c3b4aa8f31d6eb239cc60268e123436af67238ac6272666f33da126e5cc6387b08e4b784449e6a2b44e7f1323efb8884354706ee1664fe5b,Spanish,ca,female,old,ca_central,3,144,10856
24,id00346,712c47cfb92f1bdce067ec6557da957353e8e8db6bf55a7df0803c1d108a02cc1f84c1e07c7a58d3b638c5f9e37a5eee2c398a2508e0d9c03e5566da9d7e03a2,Spanish,ca,female,old,ca_central,3,54,11035
25,id01277,2a9e95dfc99ec3c81ea98284b0b8e135af29be07a3c3f2d9f0d6ab9724c1d23c0614e6edcd61d069cf4412adf38f3aababbd947d9b66f4137873ad248c552994,Spanish,ca,female,old,ca_central,3,5,11966
26,id00868,576ebdbc0f4e9a2f9a22f912d7425e966a9697657e3b5c11b29a1d1aebc5c7b8ac75dbd691f7f13c56cc0822f3241d87407c656bc84a409cb36235f0d6a7bebd,Spanish,ca,female,old,ca_valencian,3,10,11557
27,id00852,269e09b927b9e284aab467f4c603dca9437b757a9ef1ef385069640393012a2263d2316fc060fabd571c5378a0de572e1d321fd9185631e314f80f7940e05c3d,Spanish,ca,female,old,ca_central,3,12,11541
28,id00698,5cedec4bd081e00259c7aa4606056200947bef5dd7781817c726ae77c1b69dfbb8f5b1a665feb534b9664d0c97fe96daa912170d829b216279a32ade12f18ccd,Spanish,ca,female,old,ca_central,3,19,11387
29,id00241,375c4c1ada2ab075450c0f31f523c408d30bd5796c70d8c65f45c3e3dc4cf5f68cacd7e32165b1c1ccca4b070587369f5a358235c6611bc637d48cbf6671631f,Spanish,ca,female,old,ca_central,3,95,10930
30,id00044,c5d4c712e06053bc35bc6cef173daaaae7fd47db5ac812b95a2f0f08374432ffeaa2b49a0f10cb60f38405d2459489df0e43fb73b48bdb6caadcb4405915c33e,Spanish,ca,female,old,ca_central,3,429,10733
31,id00344,527f039baf968da8a9f6ce6af393e132b1d05e691a3c185b48ed1a71e8321d7221ff738253aef2cb508c22d868fd492c3304de8d21e783cb65017b42adb50a0f,Spanish,ca,female,old,ca_central,3,54,11033
32,id00225,088ee41f0af78838482f2cddd1e1d45f44fa3a5f43ea72764b871feecf8bfce5f3b42aa29e78c5e4dd26033f2372f69c11829cb361027156d500b30514e1decf,Spanish,ca,female,old,ca_central,3,104,10914
33,id01122,7bef7cac0f23f708931cbe1eeb4759fcf41b0a295d8be4a8d53ecfcd2322528243fcf1130f75fe314e7fb008d4ca272dd8f1ce6be8caa8a0922637bf1885453f,Spanish,ca,female,old,ca_central,3,6,11811
34,id00991,9dc16e6f77132e9bdf0545b4232722792031ec49e5efe40ecb3ca4fa7885d908b289071f6188270edac78e466d393af32e64edda3cc520fd50004d14ae73f031,Spanish,ca,female,old,ca_valencian,3,10,11680
35,id00198,da1b486de3153123261fb38fe1af8c8283ef165ce9e822d376042b082be21a535dff96d2569bc60649b486b0bc38af65e1f17a5e5f5488798ce8a80d67bafd07,Spanish,ca,female,old,,2,121,10887
36,id00995,7b04576ed1c2ebbc36c3fae0335145344015443613c535a61b6a31469e7001dbe8b44e47d364d9dfb47ccda0a627047d31f6b841302dd34cd73d3ddaadce54ee,Spanish,ca,female,old,ca_northern,3,10,11684
37,id00640,01956d7012005c8c50bf48f940f69b2c70a3092fa98590b73de3725daaf477f81010008f1ff7f673fe4f77a259e647799bed3bcd8f00be6a2709cfc35f4d3dc6,Spanish,ca,female,old,ca_central,3,20,11329
38,id00778,a7d2207eebc4804f68f43dee8b55d920943dc991c326e80610c010ed460a8de0191a8f25500173cea46c7d60726058a449da8ce0b3eb18af73946298af48ead1,Spanish,ca,female,old,ca_central,3,15,11467
39,id00997,8e20211dd317e9580d8daccbeb4bb583834562062396c47907a51975bab70d19e895e39efc5bc386e01b7e1c3f4854cdf9fa5e92be94802866b494b5bedd1cc0,Spanish,ca,female,old,ca_central,3,9,11686
40,id00924,4c982d0f0e837acbc1a5ca0c9854416db11166d3263150a6f99ee8d21cbc19212940d0f46ce10ace7570bc352e3ef3dcbd5aeb95e0239ecca8fda1821884e509,Spanish,ca,female,old,ca_central,3,10,11613
41,id00902,3120b3960bc1e0fe392a6bb10f204e25ad029f66574bbbe67e0647ef9a22b048a40a5171c60916601bb646a7d0e302e6de5a79ca439f0c7d6ac70c02db70f0d5,Spanish,ca,female,old,ca_central,3,10,11591
42,id00273,a475d7658de902de9be616b4815bda4a672b49d27f05df74e2a9f8d65541fa139429e5c250a73f86937c076f1779d94a39b3f596051a94aa74f3a9b0262310d7,Spanish,es,female,old,es_americacentral,3,79,10962
43,id01138,7cd0e059dd9a75e28700a9c2bc48e231404ae892adc01f186403209544439c4b143f843babbca0de981d7ed0d88bd79caf891225ea948865e4449ab65c175548,Spanish,ca,female,old,ca_central,3,5,11827
44,id01239,4eaae6331317025e1fbb6f142b82230dbc718692d32d73fe4e8e055649735abc40838431ba692f3a1347524946639622f42f9b45a57e455655dff685f9b24a68,Spanish,ca,female,old,ca_central,3,5,11928
45,id00941,35b449f51dc6868143e97da378a5841c7eb9bd10a397fecfbbc6a358f02fb9c3174366228625a9d1d5420b42fff25183f0ea31d582ab51ec75b96d1d3506eff7,Spanish,ca,female,old,ca_central,3,10,11630
46,id01177,2c0820c3a9c7771e412fb6d99d5bf9685f467352bedb9483766856dcc6a90d5db9cf10187e8c378d419d1a7c76d01a5e2e4d2cf3bbc08d330b60a9b7f036b1f0,Spanish,ca,female,old,ca_central,3,5,11866
47,id00367,88d74239c6bde71809e8f9464d8feb0a859ca068917f2ce5ec4ebdb43eecc5381bce78b7dbb4ce9cad0bc06b3c4244dc5116fd09e1954c1ff3ba3557865ff601,Spanish,ca,female,old,ca_central,3,50,11056
48,id00465,9ba52f6f29daedb301834ab2a3055afbd507c0ed59ec96e69f706008b147c7c3d333c459ee90463db69401aa0d3b547f5060567d5bbc4cf93a6afd529391e36b,Spanish,ca,female,old,ca_central,3,33,11154
49,id00620,9a6e399106e0c708d692d939ac44aa408f5bb3dcd7cc47340fce39b16342eb605ca3ab70348842e2a48fe1dfe1e9ca07d4eeb773663fd764bddb3ee1d2c8c50c,Spanish,ca,female,old,ca_balearic,3,20,11309
50,id00149,44a7e6c80ab340e12dcf4de42e6b2ba09a95f64c314755a38f5fd9f4d1dc6ac6dd20d7d25b6968d349841d7f38d60c8938b76893d5fc8530dd28c2b36e72b63d,Spanish,ca,female,old,ca_central,3,164,10838
51,id00683,8ef8e1203dd57f716dec8b7f5f721b3e8d027b77c179bdc84f2c832f297bbe878dc7eb7eae95c1de9489d0ba4647723dd7ef72ed1337c4fc8432d7e3da848a06,Spanish,es,female,old,es_americacentral,3,19,11372
52,id00652,b7674301dcaf2795b9a8b084d18b2f124051917189b3f13c29e03ee3db57b0d39234f2320eabefb1ba682bbdee9dabaccfb765d84b768f4ba984d596cc149b67,Spanish,ba,female,old,ba_erdialdekoa_nafarra,3,20,11341
53,id00233,921a6d2da8e716bfd08dd9d07c9f232e9d58be64d279fbc22d2411752335e4cf334831b363eb459beaeda7c22443ef329884ac41fbaf299630b01ddf23d2fc4a,Spanish,"es,ba",female,old,es_nortepeninsular,3,99,10922
54,id01225,c0a85f602e374d5474cffa98427e1f61a7c2e1624a061df97ae5ef730f090b298ad56046d8161f5a08b71e706cd473add8ea5bef7e736ee287347c123f3a0f65,Spanish,ca,female,old,ca_central,3,5,11914
55,id00641,c74175ca94b9ad4fd2d5029e8646887ecc2dddf206c29cd39e8d651f3ce97f121750c9fd2dfb90b814a7be9784113d68346ad50406d411bf79a65357e4010004,Spanish,ca,female,old,ca_central,3,20,11330
56,id00855,207a9a9c475397b80eb13e02c6d366de9ac8710330cc4ccb5109d74e0a09320d0ac66c081692a7055afa7b508ab80527c5f16ffa3bd15aca4115c02cc64f76f1,Spanish,ca,female,old,ca_central,3,12,11544
57,id01066,3971f7786f2cdd9a496da3794dafa61bba450db322e8f5a624830be768f9415006703bca0c5b22bd633c28e933076e5332af0318f2992cefcb7fd2736f62c02a,Spanish,ca,female,old,ca_central,3,9,11755
58,id00500,b7701893dfbeb698f462738fdc31aa3fb42a870ed9c491c3fa157958e79598a188430bb649df17a05e8fb60993003b07a86a6104c8fd2c09f2dbf64e459e6081,Spanish,ca,female,old,ca_central,3,29,11189
59,id00400,324a5ce08ad910bc3bea8721d878d82a6a2ac927acc610da267eb66e6b1eb78c38abb341c7ff447e728159388c7c61661f389be7a4ec007adf26df3d750dc68b,Spanish,ca,female,old,ca_central,3,44,11089
60,id01251,5098ff643587abdf289d5cedb4afcc88503b49be8c14d4776641ab4f0b63646140e205ca6b944a7f4d7b6e057fc8bad17b03156f02694b67327f07b2ac80d7a4,Spanish,ca,female,old,ca_central,3,5,11940
61,id00416,f0a5f3f26f90985fe2a19195a1a7d51da1e195e0334bb2b89551cb94c75cc28f607bb3051ce814f0a1fbfa9d65ca3e4386ad07fc65acad1b206cc255221c8089,Spanish,ca,female,old,ca_central,3,40,11105
62,id00955,7cbf32d5d427ba6632c370e7601853eecd9a37e84b0a34c49efb2cfc618e56fe2250f7151fc2a2bfab27a5a417ad55123febbc87d37f4207421cce8cdd4c55b6,Spanish,ba,female,old,ba_mendebalekoa,3,10,11644
63,id00647,83521a2aa2938ae2b5d2d882c58c798e421cf1a72171dc49641a15234ab6ffb089d02911d5d0540a34ec47afa9287fe6ebdaaf85627d939393e4f31ff2745ea9,Spanish,ca,female,old,ca_central,3,20,11336
64,id00258,1e272b6983c53e36f1dc82fc576631162d08662cbbe2a74238b7a30b342bd44fa2e769bb0d0398afb0cb1a6e228697b2eda803f5cb53bf28cc3f5e9006a8ce34,Spanish,ca,female,old,ca_central,3,88,10947
65,id00242,25052c23ceb8f59465326ba06743792b75920c5b0b722020d721a2ec98a605c5e61dd207de235b5571366d12eeb876945ddc32ebcb528a7ef81a900409ba52e9,Spanish,ca,female,old,ca_central,3,94,10931
66,id00896,49d4d784ec4c5a192e8d4baf8bb090da1d1e2ae240441ccbd8fafad8b6719db81691884bda4a227f436d7c027810c54a00e17fa0627234adb763128854f2371f,Spanish,ca,female,old,ca_other,3,10,11585
67,id00292,8f97e8a5220a7c8350570fed6f30532edc678beee0a9970bb3132993ad3e6e68b63325a9079beedd0b5333264406ac153919101c992acc987d65e499ae2cb243,Spanish,ca,female,old,ca_northwestern,3,72,10981
68,id01117,e28f78426ab2550d9a54e9abab2d44579ba55031a9150adb2cdf51d18b5eb4a7da1e80c34e53301c01d4c26b31bca3b025f3fac4074a17e1201772a28d75f7a4,Spanish,ca,female,old,ca_valencian,3,7,11806
69,id00461,d5c178f7c7d841185cfdec2e1243b0e7bee8865264c5c18d8facae26e53a2bb80aa7407d6d06f43cc67d93e4fe8645dd05908cf2ff98e69b923e5b75c2bb8637,Spanish,ca,female,old,ca_central,3,33,11150
70,id00221,4fd18c5239021205df6baff92849480127c6e59a89843eac990e260acbec77d355446a0345945205a76159b51ae3788fa6d1934fc8385a0a09f8224a3c68a2f3,Spanish,ca,female,old,ca_northwestern,3,107,10910
71,id00308,e86c78ea73772fe8d20e9d1a4074714f333393e10a5666e8ad8a0c9cd4a48ef17ecc7447dc10d987e67f93d1708dffaf20f0798c616b9a2353d39afa97c4cb2e,Spanish,ca,female,old,ca_central,3,65,10997
72,id00604,fa06227609a1d01e556e57fbe5aabf0fd57aa0eac11afa26bdea2ee160a6d94f98891192af1f59685b49f0a48747d71f6e12817acb8230dd71a0d375996d363d,Spanish,ca,female,old,ca_central,3,22,11293
73,id00350,0c7a728da378ca2a49c191b70fae316d0e30bd59c46f1e482e724b329d0446680f0b6008d449bc152ec60efb88ee85447a9c1c616ebd46c33e415614db1443a1,Spanish,ba,female,old,ba_erdialdekoa_nafarra,3,54,11039
74,id01278,0e925801b57e9869effe3d0b6ce2fe5c895fe787750f040aab08d545df3662540d936e6c48e451260a7b33935012fb8f20a210cfcc72f00f57a34aa2cd1727cc,Spanish,ca,female,old,ca_central,3,5,11967
75,id00522,6794201a3c56db24cd109606ad535d9c634ca1c4d1a32bcc79c6a6e7cae88ba86667fcf35b556a6591533d0379e32a92b6c9b7088dc94e9363f203ed5bcdda13,Spanish,ca,female,old,ca_other,3,28,11211
76,id00168,cb314f70a5f16bebd496ab770f759e3f34682708708cfc6fc4cf1694775e54fbba8f6fde5ec89be0e6cc74591c21138fe77bffef059ad1f60a26f5ec0bd9bc64,Spanish,es,female,old,es_nortepeninsular,3,144,10857
77,id00021,57e5f7cc5fac058f7c772eb41f8d49bd0fe3070c41eef445b1c073abf9b1cec451aa22764490b7da4c5bcacf4ee453c3153158cb1569f2f9447807cb14dc1126,Spanish,ca,female,old,ca_central,3,690,10710
78,id01156,67e5208bc72d2ddb1ce1ddc750a14b78a2cdd284cca68960b1fc9e81e235e309c04e085ca72b0b5beae8c422eeb2becfe7a8ae57c577f407becf8ecf67daa017,Spanish,ca,female,old,ca_central,3,5,11845
79,id00237,5579524d1960f1a0c75eade864490b871aae45930612c9b413c33a367e2e30a0fed1dce86713ea720393b16d92950da2828b8fbb9d28b52fbbf9b029c8390255,Spanish,ca,female,old,ca_central,3,98,10926
80,id00263,f5a0d071ddf5066a9016836e03f0230115bb0e56fd4c118085e1dd6e066c1d4dbf95105228344b9f8e6492db01f8717efe7eafea524e6808052475d356af7156,Spanish,ca,female,old,ca_central,3,82,10952
81,id00555,e91f347285d7df0914671a39165495e381c0a40205875c8e75d9fbd2e45c647945a025f8ae0fcfe89ecb215a9911ab43d9c39a894bf6d9f1f0e9b1522926107f,Spanish,ca,female,old,ca_central,3,25,11244
82,id00589,5285d33c4dc4ba18dda727e2363e5ca4cbf0eecd8cde834a100b8d3cbf688e1d97e6fe46de01735b32549d58af6ea6c21542e7e2574239c28d407d37ccf736d9,Spanish,ca,female,old,ca_central,3,24,11278
83,id00335,585542f801479ece0bd07edf4d8d358fe0bfaa9bea7424e20284b59c54ab94a83aebfe4146626444e70b2d009d28e71e1e974fca0afbcecc79720a5d92e3631c,Spanish,ca,female,old,ca_central,3,57,11024
84,id01254,bb8f9eaf6ce2690870c45cf524df91bd8ab36a1ed7097f75861a2b7a5dcd98cd0cab75ea79100cbada028dc6fa69ad12f9359f94c37493535a4304a21c207cc3,Spanish,ca,female,old,ca_central,3,5,11943
85,id01088,8da1980b7366c174f28888b074d2a5d956702f5e5bed855e6fbe55b3ded7c139789c6fbb37786de4a6b3987a48e4394200d1ebc863c28d5730268d787af585c1,Spanish,ca,female,old,ca_central,3,8,11777
86,id01029,8256fc2aab1a37fc81ce234f6ea2206cd55119aa18dc13cadb61a1a208d0e0ad4f49fa40e727f2241f68016c7c99e79a0be45cd357bf493654239a6234956036,Spanish,ca,female,old,ca_central,3,9,11718
87,id00827,f4809f21892405fe62139980b2895a87941779700368a7cc56439af04519a4070f430aea2aa751afc22dd7be3237dda8c8d22bbe5b3e3be643a3217c34a153e3,Spanish,ca,female,old,ca_other,3,14,11516
88,id01041,d0c7b9b67c70da15109245fce5142d18384591536418a210813a13a86e0d7c23943a6d862edff7d39425c2534f597d276449d8c33750cc3df201bec6de2926e1,Spanish,ca,female,old,ca_central,3,9,11730
89,id00478,e38a652fee1e2ef8470e36d6fdde134e1b6c4a838cfdb80c68f54b7867b11c05be743e17fba814a2d57b36322175d242ee6a374e8995ebac186ceb652d4c4096,Spanish,ca,female,old,ca_central,3,31,11167
90,id00799,6da76881e02c9ec3a81340856f5cf1397f44dbfe6f091ec5fbcca69921c7e0cfeb85c4c46f6af5651ad8f5456e11008fd52b6963e4baa629c78d49a75e3fe39f,Spanish,ca,female,old,ca_central,3,14,11488
91,id00662,42b1c8e4beb0b82a1536f5bbc2efbd1311abb1d54f81438485db4328e68e60a5485ac0c5712837a0368f1f7878558348c9b6b3b08b682379cdf39e4ef07f3bc2,Spanish,ca,female,old,ca_central,3,20,11351
92,id01183,6f8a359da7791c95527c8882e611cf8e09ec49d4516adbe4e4efe6031fccd6d166c5ffa7ab81bb9e8427cbc63ccec6bbafac9717ad6cbb4092b0748376374dbb,Spanish,ca,female,old,ca_balearic,3,5,11872
93,id01155,9305dc4b23f1067847b1b12876c56b77bb187f0e175730ac6b2d46e8f30b745d8d9b9832ac3f258c7fa9018de4d13816c6b478e6fba39f4c115dc014097230e4,Spanish,ca,female,old,ca_northwestern,3,5,11844
94,id01026,7a47c3d2d9b6a8d175f001f704265095dc2a47ff2fd86ff52ff289fa8fcfd8c203172c9c9f001901d68fc3b90093ec827c4e267f2b47cfba3cd4b2c6eb53e16d,Spanish,ca,female,old,ca_central,3,9,11715
95,id00174,531899ec99e74c34f803c5290cc9e3698ae21cacd51095a023a7bb866d71f9629c38d6a206f98705b958bf5ef5f7287ba3e3424943f35aef2a554413239faccc,Spanish,ca,female,old,ca_central,3,140,10863
96,id00101,3e0e30bd686219f862e8eba4cb46c15bdf27c7fcc2b323723c0bf5bbdb3f4d506ace97b8f617eda386951459d3741ee2f2bb6a2c19a5620beb6ae2708a3795bf,Spanish,ca,female,old,ca_central,3,229,10790
97,id00753,090ca56668b8acf2d0ea522eadfa57d312f558c409f8dd50ea42def409b8b6442bc50a0f47f07e7f099d22fdc850618edf525a605277d5af37e03eba5b9d86bd,Spanish,ca,female,old,ca_central,3,15,11442
98,id00239,75544767e9443e1301c23d4b38254c90be224bcb9e0f3d0c0e34cd0d8a993d2a204b6024dec38649f3dc886dae4f1964493c8f1f6389f2a93241cefa593db642,Spanish,ca,female,old,ca_central,3,95,10928
99,id01001,b5f3b6affd9ec5e725b7e3836e688f10a25c3ecc587368f92bc90641552929e1bbdafc823404316e795d736f163678e180d332474235727b0dd24906d39d1d57,Spanish,ca,female,old,ca_central,3,9,11690
100,id00297,8e87677e171057ddf5c13280df852453c7c013b176f7f225af03a696bc91d33e87f6a93fb5ec3a0661caf2ba37785c63450d1db8e73732a4b19c7afc3a03c63e,Spanish,ca,female,old,ca_central,3,69,10986
101,id00102,f7e487e391ecd2c9c74bae7bbbf82022c36583e97acf0e11c17fa769cf9685f5cb3332f460a113d5269b3ad85b436e8566fb53c4e357220913c54fd3592c54d7,Spanish,ca,female,old,,2,225,10791
102,id00875,3f6d98ec854d17cb06f2353524b0a5c505d7684d876837fa1c775816d47b5130049ddf405b9f354c65e34420be1630efb3727773a6a1c45b39a0cbbcd9a6fec6,Spanish,ca,female,old,ca_central,3,10,11564
103,id00212,f8204d838d32ae877343dafad8f924b36013a852ea7cc994ba73c6028934566c529ccdd7b4ed9d2f9baf6b3438df173e8e9ff2c1e9df2b836d2ace572a1d12f8,Spanish,ca,female,old,ca_central,3,114,10901
104,id00219,f87fbd8fe6237b7909e50cd4502e8bde716a65764ee8afc551f9bb655f88f9ec7adede5774ab670a972b233ebdf684702fd29d7287488c1b942094a195a1b9e5,Spanish,ca,female,old,ca_other,3,107,10908
105,id01165,fbe889e687d67276e5f85482c6e4ee165df61471c944bdaf5d388e669d478cd8d254a51c8f29b487e6f075902306eb2eea6038fc226cab3f9c5dc04316194a8b,Spanish,ca,female,old,ca_other,3,5,11854
106,id00909,d27cbd3938604f4e8e9c871a0f0833e3b73186a8483a4def941312ec8d104b7d2c98c2c6cffaa1bc540993fdb054dcadf57b9a7925e189b695802a76543d6c91,Spanish,ca,female,old,ca_central,3,10,11598
107,id00543,591f8a657ffeaea1213c1f0738b17a74c7364a64a78b9a1fca5908ac18863ec036de41bafae9e12e3c68979fd595c3431e98dc780a36e1d773458718bd5c8d0f,Spanish,ca,female,old,ca_northern,3,26,11232
108,id00402,e40a550594d52ffa60a4d4f91207813314cc101ec7854b59df8ccdeecdcc668060cd9d1ada00f3be2d1c14638a252f7964677e101da474d4076a61631ad0dfdd,Spanish,ca,female,old,ca_northwestern,3,44,11091
109,id00336,796b88da85215221a9691d44ad64df8378bdf22d5053d065a6908aab4d7b12b6a4051dec987d218de96489952e425eb25f45bdd112d4b49e5e5afd0ff6f5e7d2,Spanish,ca,female,old,ca_central,3,57,11025
110,id00781,749173815ecf069a8ca726449e67dd33c18277914483f0d4f53f716e0706da93987234c348e37c4970b0ce3644d2e3eab68fb95c97207141fd10c2dce1596c18,Spanish,ca,female,old,ca_northwestern,3,15,11470
111,id00208,9cbae1657695fb3098cd3d773168f8b32b7e4e9c09e061b2244fe4d3c5edec1a2bb789de373fbfca6e68f4b87f1da543e301ba5fec50cbb13acc693f1296697f,Spanish,ba,female,old,,2,117,10897
112,id00720,8986d22e74e54069da028984293365481179ea3a07997afde4a352eb191eb4413e12e69db8f4726affa2f84dd45f4c4698d43597a4b5fb7268024868d3e023aa,Spanish,ca,female,old,ca_central,3,18,11409
113,id00537,e3f045d14de39a83aab5c3774581c51ebf8d7ace8efad70b45821db737422150105d6889924e5f0dffa18b827f8af8b11e62944bb51da580164ff5ad55ef185d,Spanish,ca,female,old,ca_central,3,27,11226
114,id01081,106f75d1f7009ef8b63ec05688101d0ba5030541a1eed0adf55072422dc1514e4d3a84119a4b074e7f810c3de385c48907d18f4dbf8e9f4f08e889c1c0cf7227,Spanish,ba,female,old,ba_mendebalekoa,3,8,11770
115,id01040,0923836fc06f96806f6565de565d7cf06a4f7d3bdc877687b508d314a5af7c53fd92b3be7996c23f5ff8ebb2fb8ba664c1b95bec9fe9a53ecf359be95eef3beb,Spanish,ca,female,old,ca_central,3,9,11729
116,id00287,e33f2fc80bea9047b9af53d428a69d4ebe64961623693d12e04258fb713ab3c1ab0803c98390bf2d33dc948d19337a22c9619bab67bf6834b0a874fcdf79b0b6,Spanish,ba,female,old,,2,74,10976
117,id00927,006b832fe174eae98a16054f2ef0b95e9ed7bebfc08c1affab3ec24ed51870470de7f9b4db7e6c95e9d133967871974b4d7923335899e852232753c1b6bfbb5e,Spanish,ba,female,old,ba_erdialdekoa_nafarra,3,10,11616
118,id00966,422cab2d7ff438dc6de76ce4af1003cce76ff6953099deeaae4dac3a287711b4843e2787f58e20c5c88d1a16a4e33d01390dadbb9473fe9bcd1a3d4c702afce0,Spanish,ca,female,old,ca_central,3,10,11655
119,id00249,4e7a1b4e7671db4defbcdbcab57565634a363aca58b023e24afabdbf307c87f902500233cf45909106618337eb60b317eab49002dc73f092d176003920d37d9d,Spanish,ba,female,old,ba_mendebalekoa,3,91,10938
120,id01102,740a6b2544391d27e023e21abb3a7e20d02d7bf445b82952a5b2b03b4bd65fea8840be5518c1ce7547058043b3192e265aaa1ba44f6cd9ee00c81bd66a131f32,Spanish,ca,female,old,ca_central,3,8,11791
